0,527
0,397
0,358
0,331
0,313
0,309
0,308
0,310
0,313
0,322
0,328
0,328
0,330
0,333
0,329
0,325
0,328
0,332
0,353
0,324
0,327
0,322
0,325
0,324
0,328
0,328
0,328
0,327
0,323
0,343
0,326
0,326
0,329
0,329
0,326
0,328
0,349
0,328
0,320
0,328
0,319
0,318
0,334
0,335
0,331
0,321
0,327
0,329
0,320
0,327
0,328
0,326
0,327
0,325
0,325
0,331
0,322
0,324
0,326
0,343
0,329
0,329
0,325
0,328
0,329
0,320
0,327
0,328
0,330
0,320
0,312
0,320
0,326
0,321
0,321
0,317
0,323
0,314
0,317
0,315
0,313
0,317
0,318
0,319
0,315
0,316
0,313
0,314
0,317
0,314
0,319
0,313
0,314
0,315
0,316
0,312
0,319
0,322
0,317
0,316
